draw,total_points_TFT,average_points_TFT,total_points_TFT95,average_points_TFT95
5440,1.054,1.054,1.056,1.056
5441,1.054,1.054,1.056,1.056
5442,1.054,1.054,1.056,1.056
5443,1.054,1.054,1.056,1.056
5444,1.054,1.054,1.056,1.056
5445,1.054,1.054,1.056,1.056
5446,1.054,1.054,1.056,1.056
5447,1.054,1.054,1.056,1.056
5448,1.054,1.054,1.056,1.056
5449,1.054,1.054,1.056,1.056
5450,1.054,1.054,1.056,1.056
5451,1.054,1.054,1.056,1.056
5452,1.054,1.054,1.056,1.056
5453,1.054,1.054,1.056,1.056
5454,1.054,1.054,1.056,1.056
5455,1.054,1.054,1.056,1.056
5456,1.054,1.054,1.056,1.056
5457,1.054,1.054,1.056,1.056
5458,1.054,1.054,1.056,1.056
5459,1.054,1.054,1.056,1.056
5460,1.054,1.054,1.056,1.056
5461,1.054,1.054,1.056,1.056
5462,1.054,1.054,1.056,1.056
5463,1.054,1.054,1.056,1.056
5464,1.054,1.054,1.056,1.056
5465,1.054,1.054,1.056,1.056
5466,1.054,1.054,1.056,1.056
5467,1.054,1.054,1.056,1.056
5468,1.054,1.054,1.056,1.056
5469,1.054,1.054,1.056,1.056
5470,1.054,1.054,1.056,1.056
5471,1.054,1.054,1.056,1.056
5472,1.054,1.054,1.056,1.056
5473,1.054,1.054,1.056,1.056
5474,1.054,1.054,1.056,1.056
5475,1.054,1.054,1.056,1.056
5476,1.054,1.054,1.056,1.056
5477,1.054,1.054,1.056,1.056
5478,1.054,1.054,1.056,1.056
5479,1.054,1.054,1.056,1.056
5480,1.054,1.054,1.056,1.056
5481,1.054,1.054,1.056,1.056
5482,1.054,1.054,1.056,1.056
5483,1.054,1.054,1.056,1.056
5484,1.054,1.054,1.056,1.056
5485,1.054,1.054,1.056,1.056
5486,1.054,1.054,1.056,1.056
5487,1.054,1.054,1.056,1.056
5488,1.054,1.054,1.056,1.056
5489,1.054,1.054,1.056,1.056
5490,1.054,1.054,1.056,1.056
5491,1.054,1.054,1.056,1.056
5492,1.054,1.054,1.056,1.056
5493,1.054,1.054,1.056,1.056
5494,1.054,1.054,1.056,1.056
5495,1.054,1.054,1.056,1.056
5496,1.054,1.054,1.056,1.056
5497,1.054,1.054,1.056,1.056
5498,1.054,1.054,1.056,1.056
5499,1.054,1.054,1.056,1.056
5500,1.054,1.054,1.056,1.056
5501,1.054,1.054,1.056,1.056
5502,1.054,1.054,1.056,1.056
5503,1.054,1.054,1.056,1.056
5504,1.054,1.054,1.056,1.056
5505,1.054,1.054,1.056,1.056
5506,1.054,1.054,1.056,1.056
5507,1.054,1.054,1.056,1.056
5508,1.054,1.054,1.056,1.056
5509,1.054,1.054,1.056,1.056
5510,1.054,1.054,1.056,1.056
5511,1.054,1.054,1.056,1.056
5512,1.054,1.054,1.056,1.056
5513,1.054,1.054,1.056,1.056
5514,1.054,1.054,1.056,1.056
5515,1.054,1.054,1.055,1.055
5516,1.054,1.054,1.055,1.055
5517,1.054,1.054,1.055,1.055
5518,1.054,1.054,1.055,1.055
5519,1.054,1.054,1.055,1.055
5520,1.053,1.053,1.055,1.055
5521,1.053,1.053,1.055,1.055
5522,1.053,1.053,1.055,1.055
5523,1.053,1.053,1.055,1.055
5524,1.053,1.053,1.055,1.055
5525,1.053,1.053,1.055,1.055
5526,1.053,1.053,1.055,1.055
5527,1.053,1.053,1.055,1.055
5528,1.053,1.053,1.055,1.055
5529,1.053,1.053,1.055,1.055
5530,1.053,1.053,1.055,1.055
5531,1.053,1.053,1.055,1.055
5532,1.053,1.053,1.055,1.055
5533,1.053,1.053,1.055,1.055
5534,1.053,1.053,1.055,1.055
5535,1.053,1.053,1.055,1.055
5536,1.053,1.053,1.055,1.055
5537,1.053,1.053,1.055,1.055
5538,1.053,1.053,1.055,1.055
5539,1.053,1.053,1.055,1.055
5540,1.053,1.053,1.055,1.055
5541,1.053,1.053,1.055,1.055
5542,1.053,1.053,1.055,1.055
5543,1.053,1.053,1.055,1.055
5544,1.053,1.053,1.055,1.055
5545,1.053,1.053,1.055,1.055
5546,1.053,1.053,1.055,1.055
5547,1.053,1.053,1.055,1.055
5548,1.053,1.053,1.055,1.055
5549,1.053,1.053,1.055,1.055
5550,1.053,1.053,1.055,1.055
5551,1.053,1.053,1.055,1.055
5552,1.053,1.053,1.055,1.055
5553,1.053,1.053,1.055,1.055
5554,1.053,1.053,1.055,1.055
5555,1.053,1.053,1.055,1.055
5556,1.053,1.053,1.055,1.055
5557,1.053,1.053,1.055,1.055
5558,1.053,1.053,1.055,1.055
5559,1.053,1.053,1.055,1.055
5560,1.053,1.053,1.055,1.055
5561,1.053,1.053,1.055,1.055
5562,1.053,1.053,1.055,1.055
5563,1.053,1.053,1.055,1.055
5564,1.053,1.053,1.055,1.055
5565,1.053,1.053,1.055,1.055
5566,1.053,1.053,1.055,1.055
5567,1.053,1.053,1.055,1.055
5568,1.053,1.053,1.055,1.055
5569,1.053,1.053,1.055,1.055
5570,1.053,1.053,1.055,1.055
5571,1.053,1.053,1.055,1.055
5572,1.053,1.053,1.055,1.055
5573,1.053,1.053,1.055,1.055
5574,1.053,1.053,1.055,1.055
5575,1.053,1.053,1.055,1.055
5576,1.053,1.053,1.055,1.055
5577,1.053,1.053,1.055,1.055
5578,1.053,1.053,1.055,1.055
5579,1.053,1.053,1.055,1.055
5580,1.053,1.053,1.055,1.055
5581,1.053,1.053,1.055,1.055
5582,1.053,1.053,1.055,1.055
5583,1.053,1.053,1.055,1.055
5584,1.053,1.053,1.055,1.055
5585,1.053,1.053,1.055,1.055
5586,1.053,1.053,1.055,1.055
5587,1.053,1.053,1.055,1.055
5588,1.053,1.053,1.055,1.055
5589,1.053,1.053,1.055,1.055
5590,1.053,1.053,1.055,1.055
5591,1.053,1.053,1.055,1.055
5592,1.053,1.053,1.055,1.055
5593,1.053,1.053,1.055,1.055
5594,1.053,1.053,1.055,1.055
5595,1.053,1.053,1.055,1.055
5596,1.053,1.053,1.055,1.055
5597,1.053,1.053,1.055,1.055
5598,1.053,1.053,1.055,1.055
5599,1.053,1.053,1.055,1.055
5600,1.053,1.053,1.055,1.055
5601,1.053,1.053,1.055,1.055
5602,1.053,1.053,1.055,1.055
5603,1.053,1.053,1.055,1.055
5604,1.053,1.053,1.055,1.055
5605,1.053,1.053,1.055,1.055
5606,1.053,1.053,1.055,1.055
5607,1.053,1.053,1.055,1.055
5608,1.053,1.053,1.055,1.055
5609,1.053,1.053,1.055,1.055
5610,1.053,1.053,1.055,1.055
5611,1.053,1.053,1.055,1.055
5612,1.053,1.053,1.055,1.055
5613,1.053,1.053,1.055,1.055
5614,1.053,1.053,1.055,1.055
5615,1.053,1.053,1.055,1.055
5616,1.053,1.053,1.054,1.054
5617,1.053,1.053,1.054,1.054
5618,1.053,1.053,1.054,1.054
5619,1.053,1.053,1.054,1.054
5620,1.053,1.053,1.054,1.054
5621,1.053,1.053,1.054,1.054
5622,1.053,1.053,1.054,1.054
5623,1.053,1.053,1.054,1.054
5624,1.053,1.053,1.054,1.054
5625,1.052,1.052,1.054,1.054
5626,1.052,1.052,1.054,1.054
5627,1.052,1.052,1.054,1.054
5628,1.052,1.052,1.054,1.054
5629,1.052,1.052,1.054,1.054
5630,1.052,1.052,1.054,1.054
5631,1.052,1.052,1.054,1.054
5632,1.052,1.052,1.054,1.054
5633,1.052,1.052,1.054,1.054
5634,1.052,1.052,1.054,1.054
5635,1.052,1.052,1.054,1.054
5636,1.052,1.052,1.054,1.054
5637,1.052,1.052,1.054,1.054
5638,1.052,1.052,1.054,1.054
5639,1.052,1.052,1.054,1.054
5640,1.052,1.052,1.054,1.054
5641,1.052,1.052,1.054,1.054
5642,1.052,1.052,1.054,1.054
5643,1.052,1.052,1.054,1.054
5644,1.052,1.052,1.054,1.054
5645,1.052,1.052,1.054,1.054
5646,1.052,1.052,1.054,1.054
5647,1.052,1.052,1.054,1.054
5648,1.052,1.052,1.054,1.054
5649,1.052,1.052,1.054,1.054
5650,1.052,1.052,1.054,1.054
5651,1.052,1.052,1.054,1.054
5652,1.052,1.052,1.054,1.054
5653,1.052,1.052,1.054,1.054
5654,1.052,1.052,1.054,1.054
5655,1.052,1.052,1.054,1.054
5656,1.052,1.052,1.054,1.054
5657,1.052,1.052,1.054,1.054
5658,1.052,1.052,1.054,1.054
5659,1.052,1.052,1.054,1.054
5660,1.052,1.052,1.054,1.054
5661,1.052,1.052,1.054,1.054
5662,1.052,1.052,1.054,1.054
5663,1.052,1.052,1.054,1.054
5664,1.052,1.052,1.054,1.054
5665,1.052,1.052,1.054,1.054
5666,1.052,1.052,1.054,1.054
5667,1.052,1.052,1.054,1.054
5668,1.052,1.052,1.054,1.054
5669,1.052,1.052,1.054,1.054
5670,1.052,1.052,1.054,1.054
5671,1.052,1.052,1.054,1.054
5672,1.052,1.052,1.054,1.054
5673,1.052,1.052,1.054,1.054
5674,1.052,1.052,1.054,1.054
5675,1.052,1.052,1.054,1.054
5676,1.052,1.052,1.054,1.054
5677,1.052,1.052,1.054,1.054
5678,1.052,1.052,1.054,1.054
5679,1.052,1.052,1.054,1.054
5680,1.052,1.052,1.054,1.054
5681,1.052,1.052,1.054,1.054
5682,1.052,1.052,1.054,1.054
5683,1.052,1.052,1.054,1.054
5684,1.052,1.052,1.054,1.054
5685,1.052,1.052,1.054,1.054
5686,1.052,1.052,1.054,1.054
5687,1.052,1.052,1.054,1.054
5688,1.052,1.052,1.054,1.054
5689,1.052,1.052,1.054,1.054
5690,1.052,1.052,1.054,1.054
5691,1.052,1.052,1.054,1.054
5692,1.052,1.052,1.054,1.054
5693,1.052,1.052,1.054,1.054
5694,1.052,1.052,1.054,1.054
5695,1.052,1.052,1.054,1.054
5696,1.052,1.052,1.054,1.054
5697,1.052,1.052,1.054,1.054
5698,1.052,1.052,1.054,1.054
5699,1.052,1.052,1.054,1.054
5700,1.052,1.052,1.054,1.054
5701,1.052,1.052,1.054,1.054
5702,1.052,1.052,1.054,1.054
5703,1.052,1.052,1.054,1.054
5704,1.052,1.052,1.054,1.054
5705,1.052,1.052,1.054,1.054
5706,1.052,1.052,1.054,1.054
5707,1.052,1.052,1.054,1.054
5708,1.052,1.052,1.054,1.054
5709,1.052,1.052,1.054,1.054
5710,1.052,1.052,1.054,1.054
5711,1.052,1.052,1.054,1.054
5712,1.052,1.052,1.054,1.054
5713,1.052,1.052,1.054,1.054
5714,1.052,1.052,1.054,1.054
5715,1.052,1.052,1.054,1.054
5716,1.052,1.052,1.054,1.054
5717,1.052,1.052,1.054,1.054
5718,1.052,1.052,1.054,1.054
5719,1.052,1.052,1.054,1.054
5720,1.052,1.052,1.054,1.054
5721,1.052,1.052,1.053,1.053
5722,1.052,1.052,1.053,1.053
5723,1.052,1.052,1.053,1.053
5724,1.052,1.052,1.053,1.053
5725,1.052,1.052,1.053,1.053
5726,1.052,1.052,1.053,1.053
5727,1.052,1.052,1.053,1.053
5728,1.052,1.052,1.053,1.053
5729,1.052,1.052,1.053,1.053
5730,1.052,1.052,1.053,1.053
5731,1.052,1.052,1.053,1.053
5732,1.052,1.052,1.053,1.053
5733,1.052,1.052,1.053,1.053
5734,1.051,1.051,1.053,1.053
5735,1.051,1.051,1.053,1.053
5736,1.051,1.051,1.053,1.053
5737,1.051,1.051,1.053,1.053
5738,1.051,1.051,1.053,1.053
5739,1.051,1.051,1.053,1.053
5740,1.051,1.051,1.053,1.053
5741,1.051,1.051,1.053,1.053
5742,1.051,1.051,1.053,1.053
5743,1.051,1.051,1.053,1.053
5744,1.051,1.051,1.053,1.053
5745,1.051,1.051,1.053,1.053
5746,1.051,1.051,1.053,1.053
5747,1.051,1.051,1.053,1.053
5748,1.051,1.051,1.053,1.053
5749,1.051,1.051,1.053,1.053
5750,1.051,1.051,1.053,1.053
5751,1.051,1.051,1.053,1.053
5752,1.051,1.051,1.053,1.053
5753,1.051,1.051,1.053,1.053
5754,1.051,1.051,1.053,1.053
5755,1.051,1.051,1.053,1.053
5756,1.051,1.051,1.053,1.053
5757,1.051,1.051,1.053,1.053
5758,1.051,1.051,1.053,1.053
5759,1.051,1.051,1.053,1.053
5760,1.051,1.051,1.053,1.053
5761,1.051,1.051,1.053,1.053
5762,1.051,1.051,1.053,1.053
5763,1.051,1.051,1.053,1.053
5764,1.051,1.051,1.053,1.053
5765,1.051,1.051,1.053,1.053
5766,1.051,1.051,1.053,1.053
5767,1.051,1.051,1.053,1.053
5768,1.051,1.051,1.053,1.053
5769,1.051,1.051,1.053,1.053
5770,1.051,1.051,1.053,1.053
5771,1.051,1.051,1.053,1.053
5772,1.051,1.051,1.053,1.053
5773,1.051,1.051,1.053,1.053
5774,1.051,1.051,1.053,1.053
5775,1.051,1.051,1.053,1.053
5776,1.051,1.051,1.053,1.053
5777,1.051,1.051,1.053,1.053
5778,1.051,1.051,1.053,1.053
5779,1.051,1.051,1.053,1.053
5780,1.051,1.051,1.053,1.053
5781,1.051,1.051,1.053,1.053
5782,1.051,1.051,1.053,1.053
5783,1.051,1.051,1.053,1.053
5784,1.051,1.051,1.053,1.053
5785,1.051,1.051,1.053,1.053
5786,1.051,1.051,1.053,1.053
5787,1.051,1.051,1.053,1.053
5788,1.051,1.051,1.053,1.053
5789,1.051,1.051,1.053,1.053
5790,1.051,1.051,1.053,1.053
5791,1.051,1.051,1.053,1.053
5792,1.051,1.051,1.053,1.053
5793,1.051,1.051,1.053,1.053
5794,1.051,1.051,1.053,1.053
5795,1.051,1.051,1.053,1.053
5796,1.051,1.051,1.053,1.053
5797,1.051,1.051,1.053,1.053
5798,1.051,1.051,1.053,1.053
5799,1.051,1.051,1.053,1.053
5800,1.051,1.051,1.053,1.053
5801,1.051,1.051,1.053,1.053
5802,1.051,1.051,1.053,1.053
5803,1.051,1.051,1.053,1.053
5804,1.051,1.051,1.053,1.053
5805,1.051,1.051,1.053,1.053
5806,1.051,1.051,1.053,1.053
5807,1.051,1.051,1.053,1.053
5808,1.051,1.051,1.053,1.053
5809,1.051,1.051,1.053,1.053
5810,1.051,1.051,1.053,1.053
5811,1.051,1.051,1.053,1.053
5812,1.051,1.051,1.053,1.053
5813,1.051,1.051,1.053,1.053
5814,1.051,1.051,1.053,1.053
5815,1.051,1.051,1.053,1.053
5816,1.051,1.051,1.053,1.053
5817,1.051,1.051,1.053,1.053
5818,1.051,1.051,1.053,1.053
5819,1.051,1.051,1.053,1.053
5820,1.051,1.051,1.053,1.053
5821,1.051,1.051,1.053,1.053
5822,1.051,1.051,1.053,1.053
5823,1.051,1.051,1.053,1.053
5824,1.051,1.051,1.053,1.053
5825,1.051,1.051,1.053,1.053
5826,1.051,1.051,1.053,1.053
5827,1.051,1.051,1.053,1.053
5828,1.051,1.051,1.053,1.053
5829,1.051,1.051,1.053,1.053
5830,1.051,1.051,1.052,1.052
5831,1.051,1.051,1.052,1.052
5832,1.051,1.051,1.052,1.052
5833,1.051,1.051,1.052,1.052
5834,1.051,1.051,1.052,1.052
5835,1.051,1.051,1.052,1.052
5836,1.051,1.051,1.052,1.052
5837,1.051,1.051,1.052,1.052
5838,1.051,1.051,1.052,1.052
5839,1.051,1.051,1.052,1.052
5840,1.051,1.051,1.052,1.052
5841,1.051,1.051,1.052,1.052
5842,1.051,1.051,1.052,1.052
5843,1.051,1.051,1.052,1.052
5844,1.051,1.051,1.052,1.052
5845,1.051,1.051,1.052,1.052
5846,1.051,1.051,1.052,1.052
5847,1.051,1.051,1.052,1.052
5848,1.05,1.05,1.052,1.052
5849,1.05,1.05,1.052,1.052
5850,1.05,1.05,1.052,1.052
5851,1.05,1.05,1.052,1.052
5852,1.05,1.05,1.052,1.052
5853,1.05,1.05,1.052,1.052
5854,1.05,1.05,1.052,1.052
5855,1.05,1.05,1.052,1.052
5856,1.05,1.05,1.052,1.052
5857,1.05,1.05,1.052,1.052
5858,1.05,1.05,1.052,1.052
5859,1.05,1.05,1.052,1.052
5860,1.05,1.05,1.052,1.052
5861,1.05,1.05,1.052,1.052
5862,1.05,1.05,1.052,1.052
5863,1.05,1.05,1.052,1.052
5864,1.05,1.05,1.052,1.052
5865,1.05,1.05,1.052,1.052
5866,1.05,1.05,1.052,1.052
5867,1.05,1.05,1.052,1.052
5868,1.05,1.05,1.052,1.052
5869,1.05,1.05,1.052,1.052
5870,1.05,1.05,1.052,1.052
5871,1.05,1.05,1.052,1.052
5872,1.05,1.05,1.052,1.052
5873,1.05,1.05,1.052,1.052
5874,1.05,1.05,1.052,1.052
5875,1.05,1.05,1.052,1.052
5876,1.05,1.05,1.052,1.052
5877,1.05,1.05,1.052,1.052
5878,1.05,1.05,1.052,1.052
5879,1.05,1.05,1.052,1.052
5880,1.05,1.05,1.052,1.052
5881,1.05,1.05,1.052,1.052
5882,1.05,1.05,1.052,1.052
5883,1.05,1.05,1.052,1.052
5884,1.05,1.05,1.052,1.052
5885,1.05,1.05,1.052,1.052
5886,1.05,1.05,1.052,1.052
5887,1.05,1.05,1.052,1.052
5888,1.05,1.05,1.052,1.052
5889,1.05,1.05,1.052,1.052
5890,1.05,1.05,1.052,1.052
5891,1.05,1.05,1.052,1.052
5892,1.05,1.05,1.052,1.052
5893,1.05,1.05,1.052,1.052
5894,1.05,1.05,1.052,1.052
5895,1.05,1.05,1.052,1.052
5896,1.05,1.05,1.052,1.052
5897,1.05,1.05,1.052,1.052
5898,1.05,1.05,1.052,1.052
5899,1.05,1.05,1.052,1.052
5900,1.05,1.05,1.052,1.052
5901,1.05,1.05,1.052,1.052
5902,1.05,1.05,1.052,1.052
5903,1.05,1.05,1.052,1.052
5904,1.05,1.05,1.052,1.052
5905,1.05,1.05,1.052,1.052
5906,1.05,1.05,1.052,1.052
5907,1.05,1.05,1.052,1.052
5908,1.05,1.05,1.052,1.052
5909,1.05,1.05,1.052,1.052
5910,1.05,1.05,1.052,1.052
5911,1.05,1.05,1.052,1.052
5912,1.05,1.05,1.052,1.052
5913,1.05,1.05,1.052,1.052
5914,1.05,1.05,1.052,1.052
5915,1.05,1.05,1.052,1.052
5916,1.05,1.05,1.052,1.052
5917,1.05,1.05,1.052,1.052
5918,1.05,1.05,1.052,1.052
5919,1.05,1.05,1.052,1.052
5920,1.05,1.05,1.052,1.052
5921,1.05,1.05,1.052,1.052
5922,1.05,1.05,1.052,1.052
5923,1.05,1.05,1.052,1.052
5924,1.05,1.05,1.052,1.052
5925,1.05,1.05,1.052,1.052
5926,1.05,1.05,1.052,1.052
5927,1.05,1.05,1.052,1.052
5928,1.05,1.05,1.052,1.052
5929,1.05,1.05,1.052,1.052
5930,1.05,1.05,1.052,1.052
5931,1.05,1.05,1.052,1.052
5932,1.05,1.05,1.052,1.052
5933,1.05,1.05,1.052,1.052
5934,1.05,1.05,1.052,1.052
5935,1.05,1.05,1.052,1.052
5936,1.05,1.05,1.052,1.052
5937,1.05,1.05,1.052,1.052
5938,1.05,1.05,1.052,1.052
5939,1.05,1.05,1.052,1.052
5940,1.05,1.05,1.052,1.052
5941,1.05,1.05,1.052,1.052
5942,1.05,1.05,1.052,1.052
5943,1.05,1.05,1.051,1.051
5944,1.05,1.05,1.051,1.051
5945,1.05,1.05,1.051,1.051
5946,1.05,1.05,1.051,1.051
5947,1.05,1.05,1.051,1.051
5948,1.05,1.05,1.051,1.051
5949,1.05,1.05,1.051,1.051
5950,1.05,1.05,1.051,1.051
5951,1.05,1.05,1.051,1.051
5952,1.05,1.05,1.051,1.051
5953,1.05,1.05,1.051,1.051
5954,1.05,1.05,1.051,1.051
5955,1.05,1.05,1.051,1.051
5956,1.05,1.05,1.051,1.051
5957,1.05,1.05,1.051,1.051
5958,1.05,1.05,1.051,1.051
5959,1.05,1.05,1.051,1.051
5960,1.05,1.05,1.051,1.051
5961,1.05,1.05,1.051,1.051
5962,1.05,1.05,1.051,1.051
5963,1.05,1.05,1.051,1.051
5964,1.05,1.05,1.051,1.051
5965,1.05,1.05,1.051,1.051
5966,1.049,1.049,1.051,1.051
5967,1.049,1.049,1.051,1.051
5968,1.049,1.049,1.051,1.051
5969,1.049,1.049,1.051,1.051
5970,1.049,1.049,1.051,1.051
5971,1.049,1.049,1.051,1.051
5972,1.049,1.049,1.051,1.051
5973,1.049,1.049,1.051,1.051
5974,1.049,1.049,1.051,1.051
5975,1.049,1.049,1.051,1.051
5976,1.049,1.049,1.051,1.051
5977,1.049,1.049,1.051,1.051
5978,1.049,1.049,1.051,1.051
5979,1.049,1.049,1.051,1.051
5980,1.049,1.049,1.051,1.051
5981,1.049,1.049,1.051,1.051
5982,1.049,1.049,1.051,1.051
5983,1.049,1.049,1.051,1.051
5984,1.049,1.049,1.051,1.051
5985,1.049,1.049,1.051,1.051
5986,1.049,1.049,1.051,1.051
5987,1.049,1.049,1.051,1.051
5988,1.049,1.049,1.051,1.051
5989,1.049,1.049,1.051,1.051
5990,1.049,1.049,1.051,1.051
5991,1.049,1.049,1.051,1.051
5992,1.049,1.049,1.051,1.051
5993,1.049,1.049,1.051,1.051
5994,1.049,1.049,1.051,1.051
5995,1.049,1.049,1.051,1.051
5996,1.049,1.049,1.051,1.051
5997,1.049,1.049,1.051,1.051
5998,1.049,1.049,1.051,1.051
5999,1.049,1.049,1.051,1.051
6000,1.049,1.049,1.051,1.051
6001,1.049,1.049,1.051,1.051
6002,1.049,1.049,1.051,1.051
6003,1.049,1.049,1.051,1.051
6004,1.049,1.049,1.051,1.051
6005,1.049,1.049,1.051,1.051
6006,1.049,1.049,1.051,1.051
6007,1.049,1.049,1.051,1.051
6008,1.049,1.049,1.051,1.051
6009,1.049,1.049,1.051,1.051
6010,1.049,1.049,1.051,1.051
6011,1.049,1.049,1.051,1.051
6012,1.049,1.049,1.051,1.051
6013,1.049,1.049,1.051,1.051
6014,1.049,1.049,1.051,1.051
6015,1.049,1.049,1.051,1.051
6016,1.049,1.049,1.051,1.051
6017,1.049,1.049,1.051,1.051
6018,1.049,1.049,1.051,1.051
6019,1.049,1.049,1.051,1.051
6020,1.049,1.049,1.051,1.051
6021,1.049,1.049,1.051,1.051
6022,1.049,1.049,1.051,1.051
6023,1.049,1.049,1.051,1.051
6024,1.049,1.049,1.051,1.051
6025,1.049,1.049,1.051,1.051
6026,1.049,1.049,1.051,1.051
6027,1.049,1.049,1.051,1.051
6028,1.049,1.049,1.051,1.051
6029,1.049,1.049,1.051,1.051
6030,1.049,1.049,1.051,1.051
6031,1.049,1.049,1.051,1.051
6032,1.049,1.049,1.051,1.051
6033,1.049,1.049,1.051,1.051
6034,1.049,1.049,1.051,1.051
6035,1.049,1.049,1.051,1.051
6036,1.049,1.049,1.051,1.051
6037,1.049,1.049,1.051,1.051
6038,1.049,1.049,1.051,1.051
6039,1.049,1.049,1.051,1.051
6040,1.049,1.049,1.051,1.051
6041,1.049,1.049,1.051,1.051
6042,1.049,1.049,1.051,1.051
6043,1.049,1.049,1.051,1.051
6044,1.049,1.049,1.051,1.051
6045,1.049,1.049,1.051,1.051
6046,1.049,1.049,1.051,1.051
6047,1.049,1.049,1.051,1.051
6048,1.049,1.049,1.051,1.051
6049,1.049,1.049,1.051,1.051
6050,1.049,1.049,1.051,1.051
6051,1.049,1.049,1.051,1.051
6052,1.049,1.049,1.051,1.051
6053,1.049,1.049,1.051,1.051
6054,1.049,1.049,1.051,1.051
6055,1.049,1.049,1.051,1.051
6056,1.049,1.049,1.051,1.051
6057,1.049,1.049,1.051,1.051
6058,1.049,1.049,1.051,1.051
6059,1.049,1.049,1.051,1.051
6060,1.049,1.049,1.05,1.05
6061,1.049,1.049,1.05,1.05
6062,1.049,1.049,1.05,1.05
6063,1.049,1.049,1.05,1.05
6064,1.049,1.049,1.05,1.05
6065,1.049,1.049,1.05,1.05
6066,1.049,1.049,1.05,1.05
6067,1.049,1.049,1.05,1.05
6068,1.049,1.049,1.05,1.05
6069,1.049,1.049,1.05,1.05
6070,1.049,1.049,1.05,1.05
6071,1.049,1.049,1.05,1.05
6072,1.049,1.049,1.05,1.05
6073,1.049,1.049,1.05,1.05
6074,1.049,1.049,1.05,1.05
6075,1.049,1.049,1.05,1.05
6076,1.049,1.049,1.05,1.05
6077,1.049,1.049,1.05,1.05
6078,1.049,1.049,1.05,1.05
6079,1.049,1.049,1.05,1.05
6080,1.049,1.049,1.05,1.05
6081,1.049,1.049,1.05,1.05
6082,1.049,1.049,1.05,1.05
6083,1.049,1.049,1.05,1.05
6084,1.049,1.049,1.05,1.05
6085,1.049,1.049,1.05,1.05
6086,1.049,1.049,1.05,1.05
6087,1.049,1.049,1.05,1.05
6088,1.049,1.049,1.05,1.05
6089,1.048,1.048,1.05,1.05
6090,1.048,1.048,1.05,1.05
6091,1.048,1.048,1.05,1.05
6092,1.048,1.048,1.05,1.05
6093,1.048,1.048,1.05,1.05
6094,1.048,1.048,1.05,1.05
6095,1.048,1.048,1.05,1.05
6096,1.048,1.048,1.05,1.05
6097,1.048,1.048,1.05,1.05
6098,1.048,1.048,1.05,1.05
6099,1.048,1.048,1.05,1.05
6100,1.048,1.048,1.05,1.05
6101,1.048,1.048,1.05,1.05
6102,1.048,1.048,1.05,1.05
6103,1.048,1.048,1.05,1.05
6104,1.048,1.048,1.05,1.05
6105,1.048,1.048,1.05,1.05
6106,1.048,1.048,1.05,1.05
6107,1.048,1.048,1.05,1.05
6108,1.048,1.048,1.05,1.05
6109,1.048,1.048,1.05,1.05
6110,1.048,1.048,1.05,1.05
6111,1.048,1.048,1.05,1.05
6112,1.048,1.048,1.05,1.05
6113,1.048,1.048,1.05,1.05
6114,1.048,1.048,1.05,1.05
6115,1.048,1.048,1.05,1.05
6116,1.048,1.048,1.05,1.05
6117,1.048,1.048,1.05,1.05
6118,1.048,1.048,1.05,1.05
6119,1.048,1.048,1.05,1.05
6120,1.048,1.048,1.05,1.05
6121,1.048,1.048,1.05,1.05
6122,1.048,1.048,1.05,1.05
6123,1.048,1.048,1.05,1.05
6124,1.048,1.048,1.05,1.05
6125,1.048,1.048,1.05,1.05
6126,1.048,1.048,1.05,1.05
6127,1.048,1.048,1.05,1.05
6128,1.048,1.048,1.05,1.05
6129,1.048,1.048,1.05,1.05
6130,1.048,1.048,1.05,1.05
6131,1.048,1.048,1.05,1.05
6132,1.048,1.048,1.05,1.05
6133,1.048,1.048,1.05,1.05
6134,1.048,1.048,1.05,1.05
6135,1.048,1.048,1.05,1.05
6136,1.048,1.048,1.05,1.05
6137,1.048,1.048,1.05,1.05
6138,1.048,1.048,1.05,1.05
6139,1.048,1.048,1.05,1.05
6140,1.048,1.048,1.05,1.05
6141,1.048,1.048,1.05,1.05
6142,1.048,1.048,1.05,1.05
6143,1.048,1.048,1.05,1.05
6144,1.048,1.048,1.05,1.05
6145,1.048,1.048,1.05,1.05
6146,1.048,1.048,1.05,1.05
6147,1.048,1.048,1.05,1.05
6148,1.048,1.048,1.05,1.05
6149,1.048,1.048,1.05,1.05
6150,1.048,1.048,1.05,1.05
6151,1.048,1.048,1.05,1.05
6152,1.048,1.048,1.05,1.05
6153,1.048,1.048,1.05,1.05
6154,1.048,1.048,1.05,1.05
6155,1.048,1.048,1.05,1.05
6156,1.048,1.048,1.05,1.05
6157,1.048,1.048,1.05,1.05
6158,1.048,1.048,1.05,1.05
6159,1.048,1.048,1.05,1.05
6160,1.048,1.048,1.05,1.05
6161,1.048,1.048,1.05,1.05
6162,1.048,1.048,1.05,1.05
6163,1.048,1.048,1.05,1.05
6164,1.048,1.048,1.05,1.05
6165,1.048,1.048,1.05,1.05
6166,1.048,1.048,1.05,1.05
6167,1.048,1.048,1.05,1.05
6168,1.048,1.048,1.05,1.05
6169,1.048,1.048,1.05,1.05
6170,1.048,1.048,1.05,1.05
6171,1.048,1.048,1.05,1.05
6172,1.048,1.048,1.05,1.05
6173,1.048,1.048,1.05,1.05
