draw,total_points_TFT,average_points_TFT,total_points_TFT95,average_points_TFT95
4706,1.063,1.063,1.065,1.065
4707,1.063,1.063,1.065,1.065
4708,1.063,1.063,1.065,1.065
4709,1.063,1.063,1.065,1.065
4710,1.063,1.063,1.065,1.065
4711,1.063,1.063,1.065,1.065
4712,1.063,1.063,1.065,1.065
4713,1.063,1.063,1.065,1.065
4714,1.063,1.063,1.065,1.065
4715,1.063,1.063,1.065,1.065
4716,1.063,1.063,1.065,1.065
4717,1.063,1.063,1.065,1.065
4718,1.063,1.063,1.065,1.065
4719,1.063,1.063,1.065,1.065
4720,1.063,1.063,1.065,1.065
4721,1.063,1.063,1.065,1.065
4722,1.063,1.063,1.065,1.065
4723,1.063,1.063,1.065,1.065
4724,1.063,1.063,1.065,1.065
4725,1.062,1.062,1.065,1.065
4726,1.062,1.062,1.065,1.065
4727,1.062,1.062,1.065,1.065
4728,1.062,1.062,1.065,1.065
4729,1.062,1.062,1.065,1.065
4730,1.062,1.062,1.065,1.065
4731,1.062,1.062,1.065,1.065
4732,1.062,1.062,1.065,1.065
4733,1.062,1.062,1.065,1.065
4734,1.062,1.062,1.065,1.065
4735,1.062,1.062,1.065,1.065
4736,1.062,1.062,1.065,1.065
4737,1.062,1.062,1.065,1.065
4738,1.062,1.062,1.065,1.065
4739,1.062,1.062,1.065,1.065
4740,1.062,1.062,1.065,1.065
4741,1.062,1.062,1.065,1.065
4742,1.062,1.062,1.065,1.065
4743,1.062,1.062,1.065,1.065
4744,1.062,1.062,1.065,1.065
4745,1.062,1.062,1.064,1.064
4746,1.062,1.062,1.064,1.064
4747,1.062,1.062,1.064,1.064
4748,1.062,1.062,1.064,1.064
4749,1.062,1.062,1.064,1.064
4750,1.062,1.062,1.064,1.064
4751,1.062,1.062,1.064,1.064
4752,1.062,1.062,1.064,1.064
4753,1.062,1.062,1.064,1.064
4754,1.062,1.062,1.064,1.064
4755,1.062,1.062,1.064,1.064
4756,1.062,1.062,1.064,1.064
4757,1.062,1.062,1.064,1.064
4758,1.062,1.062,1.064,1.064
4759,1.062,1.062,1.064,1.064
4760,1.062,1.062,1.064,1.064
4761,1.062,1.062,1.064,1.064
4762,1.062,1.062,1.064,1.064
4763,1.062,1.062,1.064,1.064
4764,1.062,1.062,1.064,1.064
4765,1.062,1.062,1.064,1.064
4766,1.062,1.062,1.064,1.064
4767,1.062,1.062,1.064,1.064
4768,1.062,1.062,1.064,1.064
4769,1.062,1.062,1.064,1.064
4770,1.062,1.062,1.064,1.064
4771,1.062,1.062,1.064,1.064
4772,1.062,1.062,1.064,1.064
4773,1.062,1.062,1.064,1.064
4774,1.062,1.062,1.064,1.064
4775,1.062,1.062,1.064,1.064
4776,1.062,1.062,1.064,1.064
4777,1.062,1.062,1.064,1.064
4778,1.062,1.062,1.064,1.064
4779,1.062,1.062,1.064,1.064
4780,1.062,1.062,1.064,1.064
4781,1.062,1.062,1.064,1.064
4782,1.062,1.062,1.064,1.064
4783,1.062,1.062,1.064,1.064
4784,1.062,1.062,1.064,1.064
4785,1.062,1.062,1.064,1.064
4786,1.062,1.062,1.064,1.064
4787,1.062,1.062,1.064,1.064
4788,1.062,1.062,1.064,1.064
4789,1.062,1.062,1.064,1.064
4790,1.062,1.062,1.064,1.064
4791,1.062,1.062,1.064,1.064
4792,1.062,1.062,1.064,1.064
4793,1.062,1.062,1.064,1.064
4794,1.062,1.062,1.064,1.064
4795,1.062,1.062,1.064,1.064
4796,1.062,1.062,1.064,1.064
4797,1.062,1.062,1.064,1.064
4798,1.062,1.062,1.064,1.064
4799,1.062,1.062,1.064,1.064
4800,1.062,1.062,1.064,1.064
4801,1.062,1.062,1.064,1.064
4802,1.061,1.061,1.064,1.064
4803,1.061,1.061,1.064,1.064
4804,1.061,1.061,1.064,1.064
4805,1.061,1.061,1.064,1.064
4806,1.061,1.061,1.064,1.064
4807,1.061,1.061,1.064,1.064
4808,1.061,1.061,1.064,1.064
4809,1.061,1.061,1.064,1.064
4810,1.061,1.061,1.064,1.064
4811,1.061,1.061,1.064,1.064
4812,1.061,1.061,1.064,1.064
4813,1.061,1.061,1.064,1.064
4814,1.061,1.061,1.064,1.064
4815,1.061,1.061,1.064,1.064
4816,1.061,1.061,1.064,1.064
4817,1.061,1.061,1.064,1.064
4818,1.061,1.061,1.064,1.064
4819,1.061,1.061,1.064,1.064
4820,1.061,1.061,1.063,1.063
4821,1.061,1.061,1.063,1.063
4822,1.061,1.061,1.063,1.063
4823,1.061,1.061,1.063,1.063
4824,1.061,1.061,1.063,1.063
4825,1.061,1.061,1.063,1.063
4826,1.061,1.061,1.063,1.063
4827,1.061,1.061,1.063,1.063
4828,1.061,1.061,1.063,1.063
4829,1.061,1.061,1.063,1.063
4830,1.061,1.061,1.063,1.063
4831,1.061,1.061,1.063,1.063
4832,1.061,1.061,1.063,1.063
4833,1.061,1.061,1.063,1.063
4834,1.061,1.061,1.063,1.063
4835,1.061,1.061,1.063,1.063
4836,1.061,1.061,1.063,1.063
4837,1.061,1.061,1.063,1.063
4838,1.061,1.061,1.063,1.063
4839,1.061,1.061,1.063,1.063
4840,1.061,1.061,1.063,1.063
4841,1.061,1.061,1.063,1.063
4842,1.061,1.061,1.063,1.063
4843,1.061,1.061,1.063,1.063
4844,1.061,1.061,1.063,1.063
4845,1.061,1.061,1.063,1.063
4846,1.061,1.061,1.063,1.063
4847,1.061,1.061,1.063,1.063
4848,1.061,1.061,1.063,1.063
4849,1.061,1.061,1.063,1.063
4850,1.061,1.061,1.063,1.063
4851,1.061,1.061,1.063,1.063
4852,1.061,1.061,1.063,1.063
4853,1.061,1.061,1.063,1.063
4854,1.061,1.061,1.063,1.063
4855,1.061,1.061,1.063,1.063
4856,1.061,1.061,1.063,1.063
4857,1.061,1.061,1.063,1.063
4858,1.061,1.061,1.063,1.063
4859,1.061,1.061,1.063,1.063
4860,1.061,1.061,1.063,1.063
4861,1.061,1.061,1.063,1.063
4862,1.061,1.061,1.063,1.063
4863,1.061,1.061,1.063,1.063
4864,1.061,1.061,1.063,1.063
4865,1.061,1.061,1.063,1.063
4866,1.061,1.061,1.063,1.063
4867,1.061,1.061,1.063,1.063
4868,1.061,1.061,1.063,1.063
4869,1.061,1.061,1.063,1.063
4870,1.061,1.061,1.063,1.063
4871,1.061,1.061,1.063,1.063
4872,1.061,1.061,1.063,1.063
4873,1.061,1.061,1.063,1.063
4874,1.061,1.061,1.063,1.063
4875,1.061,1.061,1.063,1.063
4876,1.061,1.061,1.063,1.063
4877,1.061,1.061,1.063,1.063
4878,1.061,1.061,1.063,1.063
4879,1.061,1.061,1.063,1.063
4880,1.061,1.061,1.063,1.063
4881,1.06,1.06,1.063,1.063
4882,1.06,1.06,1.063,1.063
4883,1.06,1.06,1.063,1.063
4884,1.06,1.06,1.063,1.063
4885,1.06,1.06,1.063,1.063
4886,1.06,1.06,1.063,1.063
4887,1.06,1.06,1.063,1.063
4888,1.06,1.06,1.063,1.063
4889,1.06,1.06,1.063,1.063
4890,1.06,1.06,1.063,1.063
4891,1.06,1.06,1.063,1.063
4892,1.06,1.06,1.063,1.063
4893,1.06,1.06,1.063,1.063
4894,1.06,1.06,1.063,1.063
4895,1.06,1.06,1.063,1.063
4896,1.06,1.06,1.063,1.063
4897,1.06,1.06,1.062,1.062
4898,1.06,1.06,1.062,1.062
4899,1.06,1.06,1.062,1.062
4900,1.06,1.06,1.062,1.062
4901,1.06,1.06,1.062,1.062
4902,1.06,1.06,1.062,1.062
4903,1.06,1.06,1.062,1.062
4904,1.06,1.06,1.062,1.062
4905,1.06,1.06,1.062,1.062
4906,1.06,1.06,1.062,1.062
4907,1.06,1.06,1.062,1.062
4908,1.06,1.06,1.062,1.062
4909,1.06,1.06,1.062,1.062
4910,1.06,1.06,1.062,1.062
4911,1.06,1.06,1.062,1.062
4912,1.06,1.06,1.062,1.062
4913,1.06,1.06,1.062,1.062
4914,1.06,1.06,1.062,1.062
4915,1.06,1.06,1.062,1.062
4916,1.06,1.06,1.062,1.062
4917,1.06,1.06,1.062,1.062
4918,1.06,1.06,1.062,1.062
4919,1.06,1.06,1.062,1.062
4920,1.06,1.06,1.062,1.062
4921,1.06,1.06,1.062,1.062
4922,1.06,1.06,1.062,1.062
4923,1.06,1.06,1.062,1.062
4924,1.06,1.06,1.062,1.062
4925,1.06,1.06,1.062,1.062
4926,1.06,1.06,1.062,1.062
4927,1.06,1.06,1.062,1.062
4928,1.06,1.06,1.062,1.062
4929,1.06,1.06,1.062,1.062
4930,1.06,1.06,1.062,1.062
4931,1.06,1.06,1.062,1.062
4932,1.06,1.06,1.062,1.062
4933,1.06,1.06,1.062,1.062
4934,1.06,1.06,1.062,1.062
4935,1.06,1.06,1.062,1.062
4936,1.06,1.06,1.062,1.062
4937,1.06,1.06,1.062,1.062
4938,1.06,1.06,1.062,1.062
4939,1.06,1.06,1.062,1.062
4940,1.06,1.06,1.062,1.062
4941,1.06,1.06,1.062,1.062
4942,1.06,1.06,1.062,1.062
4943,1.06,1.06,1.062,1.062
4944,1.06,1.06,1.062,1.062
4945,1.06,1.06,1.062,1.062
4946,1.06,1.06,1.062,1.062
4947,1.06,1.06,1.062,1.062
4948,1.06,1.06,1.062,1.062
4949,1.06,1.06,1.062,1.062
4950,1.06,1.06,1.062,1.062
4951,1.06,1.06,1.062,1.062
4952,1.06,1.06,1.062,1.062
4953,1.06,1.06,1.062,1.062
4954,1.06,1.06,1.062,1.062
4955,1.06,1.06,1.062,1.062
4956,1.06,1.06,1.062,1.062
4957,1.06,1.06,1.062,1.062
4958,1.06,1.06,1.062,1.062
4959,1.06,1.06,1.062,1.062
4960,1.06,1.06,1.062,1.062
4961,1.06,1.06,1.062,1.062
4962,1.06,1.06,1.062,1.062
4963,1.059,1.059,1.062,1.062
4964,1.059,1.059,1.062,1.062
4965,1.059,1.059,1.062,1.062
4966,1.059,1.059,1.062,1.062
4967,1.059,1.059,1.062,1.062
4968,1.059,1.059,1.062,1.062
4969,1.059,1.059,1.062,1.062
4970,1.059,1.059,1.062,1.062
4971,1.059,1.059,1.062,1.062
4972,1.059,1.059,1.062,1.062
4973,1.059,1.059,1.062,1.062
4974,1.059,1.059,1.062,1.062
4975,1.059,1.059,1.062,1.062
4976,1.059,1.059,1.062,1.062
4977,1.059,1.059,1.061,1.061
4978,1.059,1.059,1.061,1.061
4979,1.059,1.059,1.061,1.061
4980,1.059,1.059,1.061,1.061
4981,1.059,1.059,1.061,1.061
4982,1.059,1.059,1.061,1.061
4983,1.059,1.059,1.061,1.061
4984,1.059,1.059,1.061,1.061
4985,1.059,1.059,1.061,1.061
4986,1.059,1.059,1.061,1.061
4987,1.059,1.059,1.061,1.061
4988,1.059,1.059,1.061,1.061
4989,1.059,1.059,1.061,1.061
4990,1.059,1.059,1.061,1.061
4991,1.059,1.059,1.061,1.061
4992,1.059,1.059,1.061,1.061
4993,1.059,1.059,1.061,1.061
4994,1.059,1.059,1.061,1.061
4995,1.059,1.059,1.061,1.061
4996,1.059,1.059,1.061,1.061
4997,1.059,1.059,1.061,1.061
4998,1.059,1.059,1.061,1.061
4999,1.059,1.059,1.061,1.061
5000,1.059,1.059,1.061,1.061
5001,1.059,1.059,1.061,1.061
5002,1.059,1.059,1.061,1.061
5003,1.059,1.059,1.061,1.061
5004,1.059,1.059,1.061,1.061
5005,1.059,1.059,1.061,1.061
5006,1.059,1.059,1.061,1.061
5007,1.059,1.059,1.061,1.061
5008,1.059,1.059,1.061,1.061
5009,1.059,1.059,1.061,1.061
5010,1.059,1.059,1.061,1.061
5011,1.059,1.059,1.061,1.061
5012,1.059,1.059,1.061,1.061
5013,1.059,1.059,1.061,1.061
5014,1.059,1.059,1.061,1.061
5015,1.059,1.059,1.061,1.061
5016,1.059,1.059,1.061,1.061
5017,1.059,1.059,1.061,1.061
5018,1.059,1.059,1.061,1.061
5019,1.059,1.059,1.061,1.061
5020,1.059,1.059,1.061,1.061
5021,1.059,1.059,1.061,1.061
5022,1.059,1.059,1.061,1.061
5023,1.059,1.059,1.061,1.061
5024,1.059,1.059,1.061,1.061
5025,1.059,1.059,1.061,1.061
5026,1.059,1.059,1.061,1.061
5027,1.059,1.059,1.061,1.061
5028,1.059,1.059,1.061,1.061
5029,1.059,1.059,1.061,1.061
5030,1.059,1.059,1.061,1.061
5031,1.059,1.059,1.061,1.061
5032,1.059,1.059,1.061,1.061
5033,1.059,1.059,1.061,1.061
5034,1.059,1.059,1.061,1.061
5035,1.059,1.059,1.061,1.061
5036,1.059,1.059,1.061,1.061
5037,1.059,1.059,1.061,1.061
5038,1.059,1.059,1.061,1.061
5039,1.059,1.059,1.061,1.061
5040,1.059,1.059,1.061,1.061
5041,1.059,1.059,1.061,1.061
5042,1.059,1.059,1.061,1.061
5043,1.059,1.059,1.061,1.061
5044,1.059,1.059,1.061,1.061
5045,1.059,1.059,1.061,1.061
5046,1.059,1.059,1.061,1.061
5047,1.059,1.059,1.061,1.061
5048,1.058,1.058,1.061,1.061
5049,1.058,1.058,1.061,1.061
5050,1.058,1.058,1.061,1.061
5051,1.058,1.058,1.061,1.061
5052,1.058,1.058,1.061,1.061
5053,1.058,1.058,1.061,1.061
5054,1.058,1.058,1.061,1.061
5055,1.058,1.058,1.061,1.061
5056,1.058,1.058,1.061,1.061
5057,1.058,1.058,1.061,1.061
5058,1.058,1.058,1.061,1.061
5059,1.058,1.058,1.06,1.06
5060,1.058,1.058,1.06,1.06
5061,1.058,1.058,1.06,1.06
5062,1.058,1.058,1.06,1.06
5063,1.058,1.058,1.06,1.06
5064,1.058,1.058,1.06,1.06
5065,1.058,1.058,1.06,1.06
5066,1.058,1.058,1.06,1.06
5067,1.058,1.058,1.06,1.06
5068,1.058,1.058,1.06,1.06
5069,1.058,1.058,1.06,1.06
5070,1.058,1.058,1.06,1.06
5071,1.058,1.058,1.06,1.06
5072,1.058,1.058,1.06,1.06
5073,1.058,1.058,1.06,1.06
5074,1.058,1.058,1.06,1.06
5075,1.058,1.058,1.06,1.06
5076,1.058,1.058,1.06,1.06
5077,1.058,1.058,1.06,1.06
5078,1.058,1.058,1.06,1.06
5079,1.058,1.058,1.06,1.06
5080,1.058,1.058,1.06,1.06
5081,1.058,1.058,1.06,1.06
5082,1.058,1.058,1.06,1.06
5083,1.058,1.058,1.06,1.06
5084,1.058,1.058,1.06,1.06
5085,1.058,1.058,1.06,1.06
5086,1.058,1.058,1.06,1.06
5087,1.058,1.058,1.06,1.06
5088,1.058,1.058,1.06,1.06
5089,1.058,1.058,1.06,1.06
5090,1.058,1.058,1.06,1.06
5091,1.058,1.058,1.06,1.06
5092,1.058,1.058,1.06,1.06
5093,1.058,1.058,1.06,1.06
5094,1.058,1.058,1.06,1.06
5095,1.058,1.058,1.06,1.06
5096,1.058,1.058,1.06,1.06
5097,1.058,1.058,1.06,1.06
5098,1.058,1.058,1.06,1.06
5099,1.058,1.058,1.06,1.06
5100,1.058,1.058,1.06,1.06
5101,1.058,1.058,1.06,1.06
5102,1.058,1.058,1.06,1.06
5103,1.058,1.058,1.06,1.06
5104,1.058,1.058,1.06,1.06
5105,1.058,1.058,1.06,1.06
5106,1.058,1.058,1.06,1.06
5107,1.058,1.058,1.06,1.06
5108,1.058,1.058,1.06,1.06
5109,1.058,1.058,1.06,1.06
5110,1.058,1.058,1.06,1.06
5111,1.058,1.058,1.06,1.06
5112,1.058,1.058,1.06,1.06
5113,1.058,1.058,1.06,1.06
5114,1.058,1.058,1.06,1.06
5115,1.058,1.058,1.06,1.06
5116,1.058,1.058,1.06,1.06
5117,1.058,1.058,1.06,1.06
5118,1.058,1.058,1.06,1.06
5119,1.058,1.058,1.06,1.06
5120,1.058,1.058,1.06,1.06
5121,1.058,1.058,1.06,1.06
5122,1.058,1.058,1.06,1.06
5123,1.058,1.058,1.06,1.06
5124,1.058,1.058,1.06,1.06
5125,1.058,1.058,1.06,1.06
5126,1.058,1.058,1.06,1.06
5127,1.058,1.058,1.06,1.06
5128,1.058,1.058,1.06,1.06
5129,1.058,1.058,1.06,1.06
5130,1.058,1.058,1.06,1.06
5131,1.058,1.058,1.06,1.06
5132,1.058,1.058,1.06,1.06
5133,1.058,1.058,1.06,1.06
5134,1.058,1.058,1.06,1.06
5135,1.058,1.058,1.06,1.06
5136,1.057,1.057,1.06,1.06
5137,1.057,1.057,1.06,1.06
5138,1.057,1.057,1.06,1.06
5139,1.057,1.057,1.06,1.06
5140,1.057,1.057,1.06,1.06
5141,1.057,1.057,1.06,1.06
5142,1.057,1.057,1.06,1.06
5143,1.057,1.057,1.06,1.06
5144,1.057,1.057,1.059,1.059
5145,1.057,1.057,1.059,1.059
5146,1.057,1.057,1.059,1.059
5147,1.057,1.057,1.059,1.059
5148,1.057,1.057,1.059,1.059
5149,1.057,1.057,1.059,1.059
5150,1.057,1.057,1.059,1.059
5151,1.057,1.057,1.059,1.059
5152,1.057,1.057,1.059,1.059
5153,1.057,1.057,1.059,1.059
5154,1.057,1.057,1.059,1.059
5155,1.057,1.057,1.059,1.059
5156,1.057,1.057,1.059,1.059
5157,1.057,1.057,1.059,1.059
5158,1.057,1.057,1.059,1.059
5159,1.057,1.057,1.059,1.059
5160,1.057,1.057,1.059,1.059
5161,1.057,1.057,1.059,1.059
5162,1.057,1.057,1.059,1.059
5163,1.057,1.057,1.059,1.059
5164,1.057,1.057,1.059,1.059
5165,1.057,1.057,1.059,1.059
5166,1.057,1.057,1.059,1.059
5167,1.057,1.057,1.059,1.059
5168,1.057,1.057,1.059,1.059
5169,1.057,1.057,1.059,1.059
5170,1.057,1.057,1.059,1.059
5171,1.057,1.057,1.059,1.059
5172,1.057,1.057,1.059,1.059
5173,1.057,1.057,1.059,1.059
5174,1.057,1.057,1.059,1.059
5175,1.057,1.057,1.059,1.059
5176,1.057,1.057,1.059,1.059
5177,1.057,1.057,1.059,1.059
5178,1.057,1.057,1.059,1.059
5179,1.057,1.057,1.059,1.059
5180,1.057,1.057,1.059,1.059
5181,1.057,1.057,1.059,1.059
5182,1.057,1.057,1.059,1.059
5183,1.057,1.057,1.059,1.059
5184,1.057,1.057,1.059,1.059
5185,1.057,1.057,1.059,1.059
5186,1.057,1.057,1.059,1.059
5187,1.057,1.057,1.059,1.059
5188,1.057,1.057,1.059,1.059
5189,1.057,1.057,1.059,1.059
5190,1.057,1.057,1.059,1.059
5191,1.057,1.057,1.059,1.059
5192,1.057,1.057,1.059,1.059
5193,1.057,1.057,1.059,1.059
5194,1.057,1.057,1.059,1.059
5195,1.057,1.057,1.059,1.059
5196,1.057,1.057,1.059,1.059
5197,1.057,1.057,1.059,1.059
5198,1.057,1.057,1.059,1.059
5199,1.057,1.057,1.059,1.059
5200,1.057,1.057,1.059,1.059
5201,1.057,1.057,1.059,1.059
5202,1.057,1.057,1.059,1.059
5203,1.057,1.057,1.059,1.059
5204,1.057,1.057,1.059,1.059
5205,1.057,1.057,1.059,1.059
5206,1.057,1.057,1.059,1.059
5207,1.057,1.057,1.059,1.059
5208,1.057,1.057,1.059,1.059
5209,1.057,1.057,1.059,1.059
5210,1.057,1.057,1.059,1.059
5211,1.057,1.057,1.059,1.059
5212,1.057,1.057,1.059,1.059
5213,1.057,1.057,1.059,1.059
5214,1.057,1.057,1.059,1.059
5215,1.057,1.057,1.059,1.059
5216,1.057,1.057,1.059,1.059
5217,1.057,1.057,1.059,1.059
5218,1.057,1.057,1.059,1.059
5219,1.057,1.057,1.059,1.059
5220,1.057,1.057,1.059,1.059
5221,1.057,1.057,1.059,1.059
5222,1.057,1.057,1.059,1.059
5223,1.057,1.057,1.059,1.059
5224,1.057,1.057,1.059,1.059
5225,1.057,1.057,1.059,1.059
5226,1.057,1.057,1.059,1.059
5227,1.056,1.056,1.059,1.059
5228,1.056,1.056,1.059,1.059
5229,1.056,1.056,1.059,1.059
5230,1.056,1.056,1.059,1.059
5231,1.056,1.056,1.059,1.059
5232,1.056,1.056,1.058,1.058
5233,1.056,1.056,1.058,1.058
5234,1.056,1.056,1.058,1.058
5235,1.056,1.056,1.058,1.058
5236,1.056,1.056,1.058,1.058
5237,1.056,1.056,1.058,1.058
5238,1.056,1.056,1.058,1.058
5239,1.056,1.056,1.058,1.058
5240,1.056,1.056,1.058,1.058
5241,1.056,1.056,1.058,1.058
5242,1.056,1.056,1.058,1.058
5243,1.056,1.056,1.058,1.058
5244,1.056,1.056,1.058,1.058
5245,1.056,1.056,1.058,1.058
5246,1.056,1.056,1.058,1.058
5247,1.056,1.056,1.058,1.058
5248,1.056,1.056,1.058,1.058
5249,1.056,1.056,1.058,1.058
5250,1.056,1.056,1.058,1.058
5251,1.056,1.056,1.058,1.058
5252,1.056,1.056,1.058,1.058
5253,1.056,1.056,1.058,1.058
5254,1.056,1.056,1.058,1.058
5255,1.056,1.056,1.058,1.058
5256,1.056,1.056,1.058,1.058
5257,1.056,1.056,1.058,1.058
5258,1.056,1.056,1.058,1.058
5259,1.056,1.056,1.058,1.058
5260,1.056,1.056,1.058,1.058
5261,1.056,1.056,1.058,1.058
5262,1.056,1.056,1.058,1.058
5263,1.056,1.056,1.058,1.058
5264,1.056,1.056,1.058,1.058
5265,1.056,1.056,1.058,1.058
5266,1.056,1.056,1.058,1.058
5267,1.056,1.056,1.058,1.058
5268,1.056,1.056,1.058,1.058
5269,1.056,1.056,1.058,1.058
5270,1.056,1.056,1.058,1.058
5271,1.056,1.056,1.058,1.058
5272,1.056,1.056,1.058,1.058
5273,1.056,1.056,1.058,1.058
5274,1.056,1.056,1.058,1.058
5275,1.056,1.056,1.058,1.058
5276,1.056,1.056,1.058,1.058
5277,1.056,1.056,1.058,1.058
5278,1.056,1.056,1.058,1.058
5279,1.056,1.056,1.058,1.058
5280,1.056,1.056,1.058,1.058
5281,1.056,1.056,1.058,1.058
5282,1.056,1.056,1.058,1.058
5283,1.056,1.056,1.058,1.058
5284,1.056,1.056,1.058,1.058
5285,1.056,1.056,1.058,1.058
5286,1.056,1.056,1.058,1.058
5287,1.056,1.056,1.058,1.058
5288,1.056,1.056,1.058,1.058
5289,1.056,1.056,1.058,1.058
5290,1.056,1.056,1.058,1.058
5291,1.056,1.056,1.058,1.058
5292,1.056,1.056,1.058,1.058
5293,1.056,1.056,1.058,1.058
5294,1.056,1.056,1.058,1.058
5295,1.056,1.056,1.058,1.058
5296,1.056,1.056,1.058,1.058
5297,1.056,1.056,1.058,1.058
5298,1.056,1.056,1.058,1.058
5299,1.056,1.056,1.058,1.058
5300,1.056,1.056,1.058,1.058
5301,1.056,1.056,1.058,1.058
5302,1.056,1.056,1.058,1.058
5303,1.056,1.056,1.058,1.058
5304,1.056,1.056,1.058,1.058
5305,1.056,1.056,1.058,1.058
5306,1.056,1.056,1.058,1.058
5307,1.056,1.056,1.058,1.058
5308,1.056,1.056,1.058,1.058
5309,1.056,1.056,1.058,1.058
5310,1.056,1.056,1.058,1.058
5311,1.056,1.056,1.058,1.058
5312,1.056,1.056,1.058,1.058
5313,1.056,1.056,1.058,1.058
5314,1.056,1.056,1.058,1.058
5315,1.056,1.056,1.058,1.058
5316,1.056,1.056,1.058,1.058
5317,1.056,1.056,1.058,1.058
5318,1.056,1.056,1.058,1.058
5319,1.056,1.056,1.058,1.058
5320,1.056,1.056,1.058,1.058
5321,1.055,1.055,1.058,1.058
5322,1.055,1.055,1.058,1.058
5323,1.055,1.055,1.057,1.057
5324,1.055,1.055,1.057,1.057
5325,1.055,1.055,1.057,1.057
5326,1.055,1.055,1.057,1.057
5327,1.055,1.055,1.057,1.057
5328,1.055,1.055,1.057,1.057
5329,1.055,1.055,1.057,1.057
5330,1.055,1.055,1.057,1.057
5331,1.055,1.055,1.057,1.057
5332,1.055,1.055,1.057,1.057
5333,1.055,1.055,1.057,1.057
5334,1.055,1.055,1.057,1.057
5335,1.055,1.055,1.057,1.057
5336,1.055,1.055,1.057,1.057
5337,1.055,1.055,1.057,1.057
5338,1.055,1.055,1.057,1.057
5339,1.055,1.055,1.057,1.057
5340,1.055,1.055,1.057,1.057
5341,1.055,1.055,1.057,1.057
5342,1.055,1.055,1.057,1.057
5343,1.055,1.055,1.057,1.057
5344,1.055,1.055,1.057,1.057
5345,1.055,1.055,1.057,1.057
5346,1.055,1.055,1.057,1.057
5347,1.055,1.055,1.057,1.057
5348,1.055,1.055,1.057,1.057
5349,1.055,1.055,1.057,1.057
5350,1.055,1.055,1.057,1.057
5351,1.055,1.055,1.057,1.057
5352,1.055,1.055,1.057,1.057
5353,1.055,1.055,1.057,1.057
5354,1.055,1.055,1.057,1.057
5355,1.055,1.055,1.057,1.057
5356,1.055,1.055,1.057,1.057
5357,1.055,1.055,1.057,1.057
5358,1.055,1.055,1.057,1.057
5359,1.055,1.055,1.057,1.057
5360,1.055,1.055,1.057,1.057
5361,1.055,1.055,1.057,1.057
5362,1.055,1.055,1.057,1.057
5363,1.055,1.055,1.057,1.057
5364,1.055,1.055,1.057,1.057
5365,1.055,1.055,1.057,1.057
5366,1.055,1.055,1.057,1.057
5367,1.055,1.055,1.057,1.057
5368,1.055,1.055,1.057,1.057
5369,1.055,1.055,1.057,1.057
5370,1.055,1.055,1.057,1.057
5371,1.055,1.055,1.057,1.057
5372,1.055,1.055,1.057,1.057
5373,1.055,1.055,1.057,1.057
5374,1.055,1.055,1.057,1.057
5375,1.055,1.055,1.057,1.057
5376,1.055,1.055,1.057,1.057
5377,1.055,1.055,1.057,1.057
5378,1.055,1.055,1.057,1.057
5379,1.055,1.055,1.057,1.057
5380,1.055,1.055,1.057,1.057
5381,1.055,1.055,1.057,1.057
5382,1.055,1.055,1.057,1.057
5383,1.055,1.055,1.057,1.057
5384,1.055,1.055,1.057,1.057
5385,1.055,1.055,1.057,1.057
5386,1.055,1.055,1.057,1.057
5387,1.055,1.055,1.057,1.057
5388,1.055,1.055,1.057,1.057
5389,1.055,1.055,1.057,1.057
5390,1.055,1.055,1.057,1.057
5391,1.055,1.055,1.057,1.057
5392,1.055,1.055,1.057,1.057
5393,1.055,1.055,1.057,1.057
5394,1.055,1.055,1.057,1.057
5395,1.055,1.055,1.057,1.057
5396,1.055,1.055,1.057,1.057
5397,1.055,1.055,1.057,1.057
5398,1.055,1.055,1.057,1.057
5399,1.055,1.055,1.057,1.057
5400,1.055,1.055,1.057,1.057
5401,1.055,1.055,1.057,1.057
5402,1.055,1.055,1.057,1.057
5403,1.055,1.055,1.057,1.057
5404,1.055,1.055,1.057,1.057
5405,1.055,1.055,1.057,1.057
5406,1.055,1.055,1.057,1.057
5407,1.055,1.055,1.057,1.057
5408,1.055,1.055,1.057,1.057
5409,1.055,1.055,1.057,1.057
5410,1.055,1.055,1.057,1.057
5411,1.055,1.055,1.057,1.057
5412,1.055,1.055,1.057,1.057
5413,1.055,1.055,1.057,1.057
5414,1.055,1.055,1.057,1.057
5415,1.055,1.055,1.057,1.057
5416,1.055,1.055,1.057,1.057
5417,1.055,1.055,1.056,1.056
5418,1.055,1.055,1.056,1.056
5419,1.054,1.054,1.056,1.056
5420,1.054,1.054,1.056,1.056
5421,1.054,1.054,1.056,1.056
5422,1.054,1.054,1.056,1.056
5423,1.054,1.054,1.056,1.056
5424,1.054,1.054,1.056,1.056
5425,1.054,1.054,1.056,1.056
5426,1.054,1.054,1.056,1.056
5427,1.054,1.054,1.056,1.056
5428,1.054,1.054,1.056,1.056
5429,1.054,1.054,1.056,1.056
5430,1.054,1.054,1.056,1.056
5431,1.054,1.054,1.056,1.056
5432,1.054,1.054,1.056,1.056
5433,1.054,1.054,1.056,1.056
5434,1.054,1.054,1.056,1.056
5435,1.054,1.054,1.056,1.056
5436,1.054,1.054,1.056,1.056
5437,1.054,1.054,1.056,1.056
5438,1.054,1.054,1.056,1.056
5439,1.054,1.054,1.056,1.056
